dateObserved,intensity,laneId,location,id,type,vehicleType,reversedLane,name
2020-06-22,571,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202006220000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-06-23,699,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202006230000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-06-24,763,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202006240000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-06-25,748,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202006250000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-06-26,668,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202006260000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-06-27,636,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202006270000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-06-28,752,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202006280000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-06-29,591,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202006290000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-06-30,709,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202006300000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-07-01,603,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202007010000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-07-02,607,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202007020000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-07-03,549,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202007030000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-07-04,688,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202007040000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-07-05,686,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202007050000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-07-06,629,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202007060000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-07-07,685,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202007070000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-07-08,633,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202007080000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-07-09,652,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202007090000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-07-10,574,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202007100000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-07-11,651,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202007110000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-07-12,695,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202007120000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-07-13,630,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202007130000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-07-14,849,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202007140000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-07-15,539,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202007150000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-07-16,677,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202007160000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-07-17,626,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202007170000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-07-18,603,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202007180000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-07-19,787,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202007190000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-07-20,703,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202007200000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-07-21,633,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202007210000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-07-22,686,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202007220000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-07-23,468,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202007230000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-07-24,579,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202007240000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-07-25,713,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202007250000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-07-26,756,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202007260000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-07-27,626,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202007270000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-07-28,620,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202007280000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-07-29,725,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202007290000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-07-30,651,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202007300000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-07-31,484,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202007310000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-08-01,671,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202008010000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-08-02,657,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202008020000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-08-03,553,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202008030000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-08-04,580,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202008040000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-08-05,612,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202008050000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-08-06,682,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202008060000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-08-07,616,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202008070000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-08-08,688,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202008080000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-08-09,647,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202008090000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-08-10,548,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202008100000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-08-11,667,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202008110000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-08-12,596,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202008120000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-08-13,639,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202008130000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-08-14,676,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202008140000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-08-15,790,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202008150000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-08-16,549,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202008160000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-08-17,676,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202008170000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-08-18,735,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202008180000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-08-19,643,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202008190000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-08-20,584,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202008200000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-08-21,714,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202008210000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-08-22,638,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202008220000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-08-23,645,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202008230000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-08-24,675,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202008240000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-08-25,662,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202008250000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-08-26,769,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202008260000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-08-27,735,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202008270000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-08-28,426,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202008280000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-08-29,352,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202008290000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-08-30,690,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202008300000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-08-31,575,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202008310000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-09-01,594,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202009010000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-09-02,681,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202009020000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-09-03,608,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202009030000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-09-04,611,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202009040000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-09-05,681,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202009050000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-09-06,805,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202009060000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-09-07,612,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202009070000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-09-08,629,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202009080000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-09-09,364,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202009090000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-09-10,529,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202009100000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-09-11,572,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202009110000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-09-12,603,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202009120000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-09-13,825,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202009130000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-09-14,657,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202009140000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-09-15,664,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202009150000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-09-16,654,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202009160000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-09-17,634,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202009170000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-09-18,491,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202009180000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-09-19,181,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202009190000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-09-20,619,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202009200000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-09-21,609,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202009210000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-09-22,342,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202009220000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-09-23,604,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202009230000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-09-24,567,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202009240000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-09-25,322,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202009250000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-09-26,271,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202009260000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-09-27,207,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202009270000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-09-28,325,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202009280000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-09-29,563,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202009290000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-09-30,596,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202009300000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-10-01,455,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202010010000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-10-02,177,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202010020000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-10-03,341,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202010030000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-10-04,410,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202010040000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-10-05,455,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202010050000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-10-06,345,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202010060000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-10-07,466,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202010070000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-10-08,580,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202010080000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-10-09,448,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202010090000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-10-10,513,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202010100000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-10-11,443,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202010110000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-10-12,409,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202010120000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-10-13,422,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202010130000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-10-14,493,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202010140000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-10-15,440,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202010150000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-10-16,346,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202010160000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-10-17,484,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202010170000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-10-18,638,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202010180000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-10-19,362,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202010190000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-10-20,238,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202010200000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-10-21,200,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202010210000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-10-22,156,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202010220000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-10-23,275,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202010230000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-10-24,679,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202010240000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-10-25,498,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202010250000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-10-26,337,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202010260000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-10-27,464,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202010270000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-10-28,423,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202010280000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-10-29,446,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202010290000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-10-30,231,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202010300000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-10-31,169,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202010310000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-11-01,133,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202011010000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-11-02,256,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202011020000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-11-03,277,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202011030000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-11-04,258,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202011040000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-11-05,302,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202011050000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-11-06,309,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202011060000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-11-07,163,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202011070000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-11-08,169,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202011080000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-11-09,291,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202011090000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-11-10,350,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202011100000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-11-11,319,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202011110000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-11-12,316,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202011120000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-11-13,324,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202011130000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-11-14,148,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202011140000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-11-15,101,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202011150000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-11-16,311,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202011160000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-11-17,353,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202011170000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-11-18,309,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202011180000,TrafficFlowObserved,bicycle,False,Lattes 1
2020-11-19,306,137058167,"{'coordinates': [3.93324, 43.57883], 'type': 'Point'}",MMM_EcoCompt_X2H20042635_202011190000,TrafficFlowObserved,bicycle,False,Lattes 1
