dateObserved,intensity,laneId,location,id,type,vehicleType,reversedLane,name
2020-11-04,999,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202011040000,TrafficFlowObserved,bicycle,False,Berracasa
2020-11-05,964,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202011050000,TrafficFlowObserved,bicycle,False,Berracasa
2020-11-06,941,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202011060000,TrafficFlowObserved,bicycle,False,Berracasa
2020-11-07,388,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202011070000,TrafficFlowObserved,bicycle,False,Berracasa
2020-11-08,597,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202011080000,TrafficFlowObserved,bicycle,False,Berracasa
2020-11-09,850,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202011090000,TrafficFlowObserved,bicycle,False,Berracasa
2020-11-10,1070,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202011100000,TrafficFlowObserved,bicycle,False,Berracasa
2020-11-11,930,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202011110000,TrafficFlowObserved,bicycle,False,Berracasa
2020-11-12,1025,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202011120000,TrafficFlowObserved,bicycle,False,Berracasa
2020-11-13,939,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202011130000,TrafficFlowObserved,bicycle,False,Berracasa
2020-11-14,503,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202011140000,TrafficFlowObserved,bicycle,False,Berracasa
2020-11-15,359,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202011150000,TrafficFlowObserved,bicycle,False,Berracasa
2020-11-16,982,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202011160000,TrafficFlowObserved,bicycle,False,Berracasa
2020-11-17,1077,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202011170000,TrafficFlowObserved,bicycle,False,Berracasa
2020-11-18,1066,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202011180000,TrafficFlowObserved,bicycle,False,Berracasa
2020-11-19,996,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202011190000,TrafficFlowObserved,bicycle,False,Berracasa
2020-11-20,1007,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202011200000,TrafficFlowObserved,bicycle,False,Berracasa
2020-11-21,755,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202011210000,TrafficFlowObserved,bicycle,False,Berracasa
2020-11-22,908,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202011220000,TrafficFlowObserved,bicycle,False,Berracasa
2020-11-23,952,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202011230000,TrafficFlowObserved,bicycle,False,Berracasa
2020-11-24,954,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202011240000,TrafficFlowObserved,bicycle,False,Berracasa
2020-11-25,667,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202011250000,TrafficFlowObserved,bicycle,False,Berracasa
2020-11-26,794,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202011260000,TrafficFlowObserved,bicycle,False,Berracasa
2020-11-27,792,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202011270000,TrafficFlowObserved,bicycle,False,Berracasa
2020-11-28,908,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202011280000,TrafficFlowObserved,bicycle,False,Berracasa
2020-11-29,2088,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202011290000,TrafficFlowObserved,bicycle,False,Berracasa
2020-11-30,1000,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202011300000,TrafficFlowObserved,bicycle,False,Berracasa
2020-12-01,790,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202012010000,TrafficFlowObserved,bicycle,False,Berracasa
2020-12-02,1017,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202012020000,TrafficFlowObserved,bicycle,False,Berracasa
2020-12-03,1045,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202012030000,TrafficFlowObserved,bicycle,False,Berracasa
2020-12-04,766,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202012040000,TrafficFlowObserved,bicycle,False,Berracasa
2020-12-05,919,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202012050000,TrafficFlowObserved,bicycle,False,Berracasa
2020-12-06,943,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202012060000,TrafficFlowObserved,bicycle,False,Berracasa
2020-12-07,792,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202012070000,TrafficFlowObserved,bicycle,False,Berracasa
2020-12-08,695,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202012080000,TrafficFlowObserved,bicycle,False,Berracasa
2020-12-09,1059,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202012090000,TrafficFlowObserved,bicycle,False,Berracasa
2020-12-10,543,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202012100000,TrafficFlowObserved,bicycle,False,Berracasa
2020-12-11,420,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202012110000,TrafficFlowObserved,bicycle,False,Berracasa
2020-12-12,634,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202012120000,TrafficFlowObserved,bicycle,False,Berracasa
2020-12-13,1186,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202012130000,TrafficFlowObserved,bicycle,False,Berracasa
2020-12-14,639,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202012140000,TrafficFlowObserved,bicycle,False,Berracasa
2020-12-15,514,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202012150000,TrafficFlowObserved,bicycle,False,Berracasa
2020-12-16,743,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202012160000,TrafficFlowObserved,bicycle,False,Berracasa
2020-12-17,525,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202012170000,TrafficFlowObserved,bicycle,False,Berracasa
2020-12-18,611,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202012180000,TrafficFlowObserved,bicycle,False,Berracasa
2020-12-19,559,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202012190000,TrafficFlowObserved,bicycle,False,Berracasa
2020-12-20,435,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202012200000,TrafficFlowObserved,bicycle,False,Berracasa
2020-12-21,852,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202012210000,TrafficFlowObserved,bicycle,False,Berracasa
2020-12-22,857,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202012220000,TrafficFlowObserved,bicycle,False,Berracasa
2020-12-23,523,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202012230000,TrafficFlowObserved,bicycle,False,Berracasa
2020-12-24,591,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202012240000,TrafficFlowObserved,bicycle,False,Berracasa
2020-12-25,259,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202012250000,TrafficFlowObserved,bicycle,False,Berracasa
2020-12-26,517,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202012260000,TrafficFlowObserved,bicycle,False,Berracasa
2020-12-27,367,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202012270000,TrafficFlowObserved,bicycle,False,Berracasa
2020-12-28,573,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202012280000,TrafficFlowObserved,bicycle,False,Berracasa
2020-12-29,700,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202012290000,TrafficFlowObserved,bicycle,False,Berracasa
2020-12-30,632,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202012300000,TrafficFlowObserved,bicycle,False,Berracasa
2020-12-31,567,121403593,"{'coordinates': [3.896939992904663, 43.60969924926758], 'type': 'Point'}",MMM_EcoCompt_X2H19070220_202012310000,TrafficFlowObserved,bicycle,False,Berracasa
2020-06-19,257,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202006190000,TrafficFlowObserved,bicycle,False,
2020-06-20,262,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202006200000,TrafficFlowObserved,bicycle,False,
2020-06-21,457,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202006210000,TrafficFlowObserved,bicycle,False,
2020-06-22,240,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202006220000,TrafficFlowObserved,bicycle,False,
2020-06-23,370,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202006230000,TrafficFlowObserved,bicycle,False,
2020-06-24,317,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202006240000,TrafficFlowObserved,bicycle,False,
2020-06-25,348,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202006250000,TrafficFlowObserved,bicycle,False,
2020-06-26,266,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202006260000,TrafficFlowObserved,bicycle,False,
2020-06-27,213,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202006270000,TrafficFlowObserved,bicycle,False,
2020-06-28,342,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202006280000,TrafficFlowObserved,bicycle,False,
2020-06-29,234,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202006290000,TrafficFlowObserved,bicycle,False,
2020-06-30,371,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202006300000,TrafficFlowObserved,bicycle,False,
2020-07-01,213,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202007010000,TrafficFlowObserved,bicycle,False,
2020-07-02,335,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202007020000,TrafficFlowObserved,bicycle,False,
2020-07-03,191,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202007030000,TrafficFlowObserved,bicycle,False,
2020-07-04,234,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202007040000,TrafficFlowObserved,bicycle,False,
2020-07-05,367,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202007050000,TrafficFlowObserved,bicycle,False,
2020-07-06,178,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202007060000,TrafficFlowObserved,bicycle,False,
2020-07-07,315,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202007070000,TrafficFlowObserved,bicycle,False,
2020-07-08,288,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202007080000,TrafficFlowObserved,bicycle,False,
2020-07-09,271,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202007090000,TrafficFlowObserved,bicycle,False,
2020-07-10,228,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202007100000,TrafficFlowObserved,bicycle,False,
2020-07-11,200,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202007110000,TrafficFlowObserved,bicycle,False,
2020-07-12,279,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202007120000,TrafficFlowObserved,bicycle,False,
2020-07-13,175,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202007130000,TrafficFlowObserved,bicycle,False,
2020-07-14,362,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202007140000,TrafficFlowObserved,bicycle,False,
2020-07-15,179,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202007150000,TrafficFlowObserved,bicycle,False,
2020-07-16,290,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202007160000,TrafficFlowObserved,bicycle,False,
2020-07-17,222,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202007170000,TrafficFlowObserved,bicycle,False,
2020-07-18,243,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202007180000,TrafficFlowObserved,bicycle,False,
2020-07-19,361,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202007190000,TrafficFlowObserved,bicycle,False,
2020-07-20,236,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202007200000,TrafficFlowObserved,bicycle,False,
2020-07-21,271,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202007210000,TrafficFlowObserved,bicycle,False,
2020-07-22,231,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202007220000,TrafficFlowObserved,bicycle,False,
2020-07-23,213,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202007230000,TrafficFlowObserved,bicycle,False,
2020-07-24,174,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202007240000,TrafficFlowObserved,bicycle,False,
2020-07-25,250,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202007250000,TrafficFlowObserved,bicycle,False,
2020-07-26,347,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202007260000,TrafficFlowObserved,bicycle,False,
2020-07-27,230,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202007270000,TrafficFlowObserved,bicycle,False,
2020-07-28,233,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202007280000,TrafficFlowObserved,bicycle,False,
2020-07-29,240,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202007290000,TrafficFlowObserved,bicycle,False,
2020-07-30,222,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202007300000,TrafficFlowObserved,bicycle,False,
2020-07-31,220,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202007310000,TrafficFlowObserved,bicycle,False,
2020-08-01,216,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202008010000,TrafficFlowObserved,bicycle,False,
2020-08-02,225,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202008020000,TrafficFlowObserved,bicycle,False,
2020-08-03,155,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202008030000,TrafficFlowObserved,bicycle,False,
2020-08-04,249,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202008040000,TrafficFlowObserved,bicycle,False,
2020-08-05,257,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202008050000,TrafficFlowObserved,bicycle,False,
2020-08-06,281,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202008060000,TrafficFlowObserved,bicycle,False,
2020-08-07,221,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202008070000,TrafficFlowObserved,bicycle,False,
2020-08-08,241,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202008080000,TrafficFlowObserved,bicycle,False,
2020-08-09,308,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202008090000,TrafficFlowObserved,bicycle,False,
2020-08-10,231,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202008100000,TrafficFlowObserved,bicycle,False,
2020-08-11,256,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202008110000,TrafficFlowObserved,bicycle,False,
2020-08-12,277,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202008120000,TrafficFlowObserved,bicycle,False,
2020-08-13,239,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202008130000,TrafficFlowObserved,bicycle,False,
2020-08-14,247,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202008140000,TrafficFlowObserved,bicycle,False,
2020-08-15,261,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202008150000,TrafficFlowObserved,bicycle,False,
2020-08-16,284,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202008160000,TrafficFlowObserved,bicycle,False,
2020-08-17,231,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202008170000,TrafficFlowObserved,bicycle,False,
2020-08-18,292,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202008180000,TrafficFlowObserved,bicycle,False,
2020-08-19,244,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202008190000,TrafficFlowObserved,bicycle,False,
2020-08-20,225,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202008200000,TrafficFlowObserved,bicycle,False,
2020-08-21,198,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202008210000,TrafficFlowObserved,bicycle,False,
2020-08-22,219,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202008220000,TrafficFlowObserved,bicycle,False,
2020-08-23,331,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202008230000,TrafficFlowObserved,bicycle,False,
2020-08-24,222,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202008240000,TrafficFlowObserved,bicycle,False,
2020-08-25,283,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202008250000,TrafficFlowObserved,bicycle,False,
2020-08-26,225,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202008260000,TrafficFlowObserved,bicycle,False,
2020-08-27,275,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202008270000,TrafficFlowObserved,bicycle,False,
2020-08-28,209,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202008280000,TrafficFlowObserved,bicycle,False,
2020-08-29,120,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202008290000,TrafficFlowObserved,bicycle,False,
2020-08-30,384,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202008300000,TrafficFlowObserved,bicycle,False,
2020-08-31,266,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202008310000,TrafficFlowObserved,bicycle,False,
2020-09-01,331,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202009010000,TrafficFlowObserved,bicycle,False,
2020-09-02,362,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202009020000,TrafficFlowObserved,bicycle,False,
2020-09-03,289,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202009030000,TrafficFlowObserved,bicycle,False,
2020-09-04,301,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202009040000,TrafficFlowObserved,bicycle,False,
2020-09-05,362,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202009050000,TrafficFlowObserved,bicycle,False,
2020-09-06,431,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202009060000,TrafficFlowObserved,bicycle,False,
2020-09-07,242,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202009070000,TrafficFlowObserved,bicycle,False,
2020-09-08,318,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202009080000,TrafficFlowObserved,bicycle,False,
2020-09-09,141,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202009090000,TrafficFlowObserved,bicycle,False,
2020-09-10,273,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202009100000,TrafficFlowObserved,bicycle,False,
2020-09-11,294,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202009110000,TrafficFlowObserved,bicycle,False,
2020-09-12,321,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202009120000,TrafficFlowObserved,bicycle,False,
2020-09-13,399,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202009130000,TrafficFlowObserved,bicycle,False,
2020-09-14,243,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202009140000,TrafficFlowObserved,bicycle,False,
2020-09-15,318,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202009150000,TrafficFlowObserved,bicycle,False,
2020-09-16,298,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202009160000,TrafficFlowObserved,bicycle,False,
2020-09-17,331,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202009170000,TrafficFlowObserved,bicycle,False,
2020-09-18,235,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202009180000,TrafficFlowObserved,bicycle,False,
2020-09-19,93,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202009190000,TrafficFlowObserved,bicycle,False,
2020-09-20,387,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202009200000,TrafficFlowObserved,bicycle,False,
2020-09-21,262,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202009210000,TrafficFlowObserved,bicycle,False,
2020-09-22,176,97705885,"{'coordinates': [3.81324, 43.5907], 'type': 'Point'}",MMM_EcoCompt_X2H20042632_202009220000,TrafficFlowObserved,bicycle,False,
